Id,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Roof Style,Mas Vnr Type,Mas Vnr Area,Exter Cond,Bsmt Qual,Bsmt Exposure,Total Bsmt SF,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Fence,Misc Val,Mo Sold,Yr Sold,SalePrice,ridge_residual,enet_residual,MoYr Sold,is Pool,Lot Ratio,Bsmt GLQ,is Fireplace,Sum Bath,Garage Ratio,is Shed,is PUD,Cond Feeder,Cond Artery,Cond Pos,Cond RR,Porch SF,is Remodeled,Last Remodel
2162,RL,79.0,9245,1,None,1,Lvl,AllPub,Inside,0,CollgCr,1Fam,2Story,7,5,2006,Gable,None,0.0,2,4,3,939.0,4,1,4,939,858,0,1797,3,1,Gd,8,Typ,0,NA,Attchd,RFn,2.0,639.0,TA,TA,Y,0,0,4,2007,213500,3558.260984012115,-2619.347808713719,2007.3333333333333,0,1.481333119692357,0,0,2.5,319.5,0,0,0,0,0,0,197,0,1
2622,RL,60.0,7200,1,None,0,Lvl,AllPub,Inside,0,NAmes,1Fam,1Story,5,7,1950,Hip,None,0.0,2,0,0,0.0,2,1,2,1040,0,0,1040,2,1,TA,5,Typ,0,NA,Detchd,Unf,2.0,625.0,TA,TA,Y,0,0,6,2006,109500,15391.133842042094,-12776.956894810894,2006.5,0,2.0,0,0,1.0,312.5,0,0,0,0,0,0,0,0,56
1300,RM,50.0,6000,1,None,0,Lvl,AllPub,Inside,0,OldTown,1Fam,1Story,5,5,1948,Gable,None,0.0,2,3,1,789.0,4,1,4,789,0,0,789,2,1,TA,5,Typ,0,NA,Detchd,Unf,1.0,250.0,TA,TA,Y,0,0,4,2008,115000,24447.23695510137,-26936.04606237181,2008.3333333333333,0,2.4,0,0,1.0,250.0,0,0,0,0,0,0,0,1,58
2505,FV,34.0,3628,1,Pave,0,Lvl,AllPub,Inside,0,Somerst,TwnhsE,1Story,7,5,2004,Gable,None,0.0,2,4,1,1143.0,4,1,4,1143,0,0,1143,1,1,Gd,5,Typ,1,Gd,Attchd,RFn,2.0,588.0,TA,TA,Y,0,0,5,2006,176400,17387.330695963232,-23042.78860480711,2006.4166666666667,0,3.13840830449827,0,1,1.5,294.0,0,1,0,0,0,0,191,0,2
582,RL,69.05520046484602,9156,1,None,1,Lvl,AllPub,Inside,0,NWAmes,1Fam,1Story,6,7,1968,Hip,None,0.0,2,3,1,1489.0,3,1,4,1489,0,0,1489,3,1,Gd,7,Typ,1,Gd,Attchd,RFn,2.0,462.0,TA,TA,Y,0,0,8,2009,185750,,,2009.6666666666667,0,2.3089553053707177,0,1,2.0,231.0,0,0,0,0,1,0,0,0,41
1458,RL,73.0,9066,1,None,1,Lvl,AllPub,Inside,0,CollgCr,1Fam,2Story,8,5,1999,Gable,BrkFace,320.0,2,4,2,1004.0,4,1,4,1004,848,0,1852,3,1,Gd,7,Typ,2,TA,Attchd,Fin,3.0,660.0,TA,TA,Y,4,0,12,2008,230000,,,2009.0,0,1.7012572715331207,1,1,2.5,220.0,0,0,0,0,0,0,330,1,8
281,RL,64.0,6410,1,None,0,HLS,AllPub,Inside,0,Edwards,1Fam,1Story,4,5,1958,Hip,None,0.0,2,3,1,960.0,4,1,4,960,0,0,960,3,1,TA,5,Typ,0,NA,NA,NA,0.0,0.0,NA,NA,Y,3,0,5,2010,90000,,,2010.4166666666667,0,1.56494140625,0,0,1.0,270.5851660643607,0,0,0,0,0,0,0,0,52
1499,RL,313.0,63887,1,None,3,Bnk,AllPub,Corner,0,Edwards,1Fam,2Story,10,5,2008,Hip,Stone,796.0,2,5,4,6110.0,4,1,4,4692,950,0,5642,3,1,Ex,12,Typ,2,Gd,Attchd,Fin,2.0,1418.0,TA,TA,Y,0,0,1,2008,160000,-23944.238215370628,22570.154078765016,2008.0833333333333,1,0.6521144443650543,1,1,4.5,709.0,0,0,1,0,0,0,506,0,0
2298,RL,54.0,7244,1,None,0,Lvl,AllPub,Inside,0,Mitchel,1Fam,SFoyer,5,7,1970,Gable,None,0.0,3,4,3,768.0,4,1,4,768,0,0,768,2,1,TA,5,Typ,0,NA,Detchd,Unf,2.0,624.0,TA,TA,Y,0,0,4,2007,129500,8596.889379774628,-9411.22392481356,2007.3333333333333,0,2.484224965706447,0,0,2.0,312.0,0,0,0,0,0,0,104,0,37
2580,RL,72.0,10152,1,None,0,Lvl,AllPub,Inside,0,NAmes,1Fam,1Story,6,6,1956,Gable,None,0.0,2,3,3,1124.0,4,1,4,1124,0,0,1124,3,1,TA,6,Typ,1,TA,Attchd,Fin,1.0,353.0,TA,TA,Y,0,0,5,2006,153000,33895.195038946666,-33438.82253686915,2006.4166666666667,0,1.9583333333333333,0,1,2.0,353.0,0,0,0,0,0,0,533,1,12
568,FV,30.0,3000,1,Pave,0,Lvl,AllPub,Inside,0,Somerst,TwnhsE,2Story,6,5,2009,Gable,Stone,76.0,2,4,3,612.0,4,1,4,612,612,0,1224,2,1,Gd,4,Typ,0,NA,Detchd,RFn,2.0,528.0,TA,TA,Y,0,0,6,2009,173733,,,2009.5,0,3.3333333333333335,1,0,2.5,264.0,0,1,0,0,0,0,234,0,0
1807,RL,63.0,7500,1,None,0,Lvl,AllPub,Inside,0,SawyerW,1Fam,1Story,6,5,2006,Gable,None,0.0,2,4,1,1100.0,4,1,4,1100,0,0,1100,3,1,TA,6,Typ,0,NA,NA,NA,0.0,0.0,NA,NA,Y,0,0,6,2007,146000,34303.59230012179,-28615.08248200981,2007.5,0,1.8896447467876039,0,0,1.5,270.5851660643607,0,0,0,0,0,0,136,1,0
129,RL,120.0,17360,1,None,0,Lvl,AllPub,Corner,0,NAmes,1Fam,1.5Fin,6,6,1949,Gable,Stone,340.0,3,3,1,782.0,2,1,4,1019,537,0,1556,3,1,TA,6,Typ,1,Gd,Attchd,Unf,2.0,470.0,TA,TA,Y,0,0,1,2010,172500,27375.118951536948,-29282.44107217577,2010.0833333333333,0,1.2055555555555555,0,1,2.0,235.0,0,0,0,1,0,0,150,1,60
2294,RL,69.05520046484602,15957,1,None,1,Low,AllPub,Corner,1,Mitchel,1Fam,SLvl,6,6,1977,Gable,None,0.0,2,4,4,1244.0,2,1,4,1356,0,0,1356,3,1,TA,6,Typ,1,TA,Attchd,Fin,2.0,528.0,TA,TA,Y,3,0,9,2007,188000,-10744.282419472,9625.034860740794,2007.75,0,2.3089553053707177,1,1,4.0,264.0,0,0,0,0,0,0,1424,0,30
1860,RL,80.0,9600,1,None,0,Lvl,AllPub,FR2,0,Veenker,1Fam,1Story,6,8,1976,Gable,None,0.0,2,4,4,1262.0,4,1,4,1262,0,0,1262,3,1,TA,6,Typ,1,TA,Attchd,RFn,2.0,460.0,TA,TA,Y,0,0,5,2007,181500,,,2007.4166666666667,0,1.5,0,1,2.5,230.0,0,0,1,0,0,0,298,0,31
839,RL,43.0,10667,1,None,2,Lvl,AllPub,CulDSac,0,CollgCr,1Fam,2Story,7,6,1996,Gable,None,0.0,2,4,3,799.0,4,1,4,827,834,0,1661,3,1,Gd,6,Typ,1,TA,Attchd,RFn,2.0,550.0,TA,TA,Y,0,0,4,2009,212000,,,2009.3333333333333,0,5.769064359113034,1,1,3.5,275.0,0,0,0,0,1,0,219,0,13
2349,RL,81.0,10530,1,None,0,Lvl,AllPub,Inside,0,NWAmes,1Fam,2Story,7,5,1978,Gable,BrkFace,68.0,2,3,1,945.0,2,1,4,945,912,0,1857,4,1,TA,8,Typ,1,TA,Attchd,RFn,2.0,482.0,TA,TA,Y,4,0,7,2006,188900,-43733.29581916897,40374.660068079305,2006.5833333333333,0,1.6049382716049383,0,1,2.5,241.0,0,0,0,0,1,0,505,0,28
1903,RL,50.0,5000,1,None,0,Lvl,AllPub,Inside,0,BrkSide,1Fam,1Story,3,3,1946,Gable,None,0.0,1,2,1,666.0,1,0,4,666,0,0,666,2,1,Gd,4,Typ,0,NA,NA,NA,0.0,0.0,NA,NA,N,3,0,4,2007,64500,-7400.436530766601,7058.430683173792,2007.3333333333333,0,2.0,0,0,1.5,270.5851660643607,0,0,0,0,0,0,52,1,57
234,RL,69.05520046484602,17082,1,None,1,Low,AllPub,CulDSac,1,ClearCr,1Fam,2Story,6,5,1978,Gable,BrkFace,288.0,2,4,3,1117.0,4,1,4,1117,864,0,1981,4,1,Gd,8,Typ,1,TA,Attchd,Fin,2.0,522.0,TA,TA,Y,0,0,5,2010,230000,,,2010.4166666666667,0,2.3089553053707177,0,1,3.5,261.0,0,0,0,0,0,0,440,1,18
2172,RL,74.0,16287,1,None,0,Lvl,AllPub,Inside,0,Edwards,1Fam,1.5Fin,5,6,1925,Gable,None,0.0,3,3,1,901.0,2,1,4,901,450,0,1351,3,1,TA,7,Typ,1,Gd,Detchd,Unf,2.0,576.0,TA,TA,N,0,0,7,2007,122000,,,2007.5833333333333,0,2.9742512783053323,0,1,2.0,288.0,0,0,0,0,0,0,143,1,57
2588,RL,65.0,11050,1,None,0,Lvl,AllPub,Inside,0,NAmes,1Fam,1Story,5,5,1956,Hip,None,0.0,2,3,1,1005.0,4,1,4,1005,0,0,1005,2,1,TA,6,Typ,1,TA,Attchd,Unf,1.0,319.0,TA,TA,Y,0,0,7,2006,133500,11376.521589792188,-12145.305377434212,2006.5833333333333,0,2.6153846153846154,0,1,1.0,319.0,0,0,0,0,0,0,288,0,50
1289,RM,60.0,10440,1,Grvl,0,Lvl,AllPub,Corner,0,OldTown,1Fam,1.5Fin,6,7,1920,Gable,None,0.0,3,4,1,1510.0,4,1,4,1584,1208,0,2792,5,1,TA,8,Mod,2,TA,Detchd,Unf,2.0,520.0,Fa,TA,Y,3,1150,6,2008,256000,-2798.367410810417,1259.0124028081336,2008.5,0,2.9,0,1,2.0,260.0,1,0,0,0,0,0,1027,1,58
1596,RM,41.0,2665,1,None,0,Lvl,AllPub,Inside,0,MeadowV,TwnhsE,2Story,5,7,1976,Gable,None,0.0,2,4,1,550.0,2,1,4,925,550,0,1475,4,1,TA,6,Typ,1,TA,Attchd,Unf,1.0,336.0,TA,TA,Y,0,0,5,2008,129500,-16504.51365258968,14914.025003463104,2008.4166666666667,0,1.5853658536585367,0,1,2.0,336.0,0,1,0,0,0,0,118,0,32
264,RL,80.0,10389,1,None,0,Lvl,AllPub,Inside,0,CollgCr,1Fam,1Story,8,5,2003,Hip,BrkFace,320.0,2,4,1,1978.0,4,1,4,1978,0,0,1978,3,1,Gd,8,Typ,1,Gd,Attchd,RFn,3.0,850.0,TA,TA,Y,0,0,5,2010,318000,,,2010.4166666666667,0,1.62328125,1,1,3.5,283.3333333333333,0,0,0,0,0,0,213,0,7
451,RL,70.0,9658,1,None,1,Lvl,AllPub,Inside,0,NridgHt,1Fam,1Story,8,5,2006,Gable,Stone,383.0,2,4,1,1598.0,3,1,4,1606,0,0,1606,3,1,Gd,6,Typ,1,Gd,Attchd,RFn,3.0,871.0,TA,TA,Y,0,0,7,2009,255900,2859.235799594695,-1822.269408926979,2009.5833333333333,0,1.9710204081632654,0,1,2.0,290.3333333333333,0,0,0,0,0,0,290,0,3
536,RL,63.0,7500,1,None,0,Lvl,AllPub,Inside,0,SawyerW,1Fam,1Story,6,5,2004,Gable,None,0.0,2,4,1,1158.0,4,1,4,1158,0,0,1158,3,1,Gd,5,Typ,0,NA,NA,NA,0.0,0.0,NA,NA,Y,0,0,8,2009,143500,,,2009.6666666666667,0,1.8896447467876039,0,0,1.5,270.5851660643607,0,0,0,0,0,0,50,0,5
43,RL,79.0,14122,1,None,1,Lvl,AllPub,Inside,0,NridgHt,1Fam,1Story,8,5,2005,Hip,BrkFace,240.0,2,5,1,1822.0,4,1,4,1822,0,0,1822,3,1,Ex,8,Typ,1,Gd,Attchd,RFn,3.0,678.0,TA,TA,Y,0,0,2,2010,259000,,,2010.1666666666667,0,2.262778400897292,1,1,2.0,226.0,0,0,0,0,0,0,119,1,4
2223,RL,69.05520046484602,21000,1,None,0,Bnk,AllPub,Corner,0,Crawfor,1Fam,1Story,6,5,1953,Hip,BrkFace,184.0,3,4,2,1809.0,2,1,4,2259,0,0,2259,3,1,Gd,7,Typ,2,Gd,Basment,Unf,2.0,450.0,TA,TA,Y,3,0,10,2007,217000,-2856.7893029423285,3543.5338025632227,2007.8333333333333,0,2.3089553053707177,0,1,3.0,225.0,0,0,0,0,0,0,478,0,54
2009,RL,70.0,8737,1,None,1,Bnk,AllPub,Inside,0,BrkSide,1Fam,1.5Fin,6,7,1923,Gable,None,0.0,2,4,1,1065.0,4,1,3,915,720,0,1635,3,1,TA,6,Typ,1,Gd,Detchd,Unf,2.0,440.0,TA,TA,Y,0,0,5,2007,210000,5882.165541320515,-3151.536006022594,2007.4166666666667,0,1.7830612244897959,0,1,1.5,220.0,0,0,0,0,0,0,182,1,57
394,RL,69.05520046484602,8750,1,None,1,Lvl,AllPub,Inside,0,NAmes,1Fam,1Story,5,6,1970,Gable,BrkFace,76.0,2,3,1,1002.0,2,1,4,1002,0,0,1002,3,1,TA,5,Typ,0,NA,Detchd,Unf,2.0,902.0,TA,TA,Y,3,0,8,2009,148500,9423.230889653874,-9511.8392269474,2009.6666666666667,0,2.3089553053707177,0,0,2.0,451.0,0,0,0,0,0,0,0,0,39
1738,RL,73.0,8499,1,None,1,Lvl,AllPub,Inside,0,Gilbert,1Fam,2Story,6,5,2006,Gable,None,0.0,2,4,1,616.0,4,1,4,616,796,0,1412,3,1,Gd,6,Typ,1,Gd,BuiltIn,Fin,2.0,432.0,TA,TA,Y,0,0,3,2007,156932,4363.407766888238,-1784.6928671107453,2007.25,0,1.5948583223869395,0,1,2.5,216.0,0,0,0,0,0,0,36,1,0
1196,RL,72.0,11072,1,None,1,Lvl,AllPub,Inside,0,NAmes,Duplex,1Story,5,5,1965,Gable,None,0.0,2,3,1,1728.0,2,1,4,1728,0,0,1728,6,2,TA,10,Typ,0,NA,Detchd,Unf,2.0,576.0,TA,TA,Y,0,0,11,2008,145000,,,2008.9166666666667,0,2.1358024691358026,0,0,2.0,288.0,0,0,0,0,0,0,0,0,43
828,RL,64.0,6762,1,None,0,Lvl,AllPub,Inside,0,CollgCr,1Fam,1Story,7,5,2007,Gable,None,0.0,2,4,3,1282.0,4,1,4,1290,0,0,1290,2,1,Gd,6,Typ,1,Gd,Attchd,RFn,2.0,662.0,TA,TA,Y,0,0,5,2009,200000,-3330.44388431398,4876.245476953132,2009.4166666666667,0,1.65087890625,1,1,3.0,331.0,0,0,0,0,0,0,168,0,2
1694,RL,105.0,15431,1,None,0,Lvl,AllPub,Inside,0,NridgHt,1Fam,1Story,10,5,2005,Hip,BrkFace,400.0,2,5,4,1994.0,4,1,4,2046,0,0,2046,2,1,Ex,7,Typ,2,Gd,Attchd,Fin,3.0,878.0,TA,TA,Y,0,0,8,2007,450000,,,2007.6666666666667,0,1.3996371882086167,1,1,3.5,292.6666666666667,0,0,0,0,0,0,428,1,1
571,FV,34.0,3230,1,Pave,0,Lvl,AllPub,Inside,0,Somerst,TwnhsE,2Story,6,5,1999,Gable,BrkFace,894.0,2,4,1,729.0,3,1,4,742,729,0,1471,3,1,TA,6,Typ,0,NA,Detchd,Unf,2.0,440.0,TA,TA,Y,0,0,3,2009,172500,6472.451764674479,-5357.292420112208,2009.25,0,2.7941176470588234,1,0,2.5,220.0,0,1,0,0,0,0,24,0,10
1192,RL,90.0,10800,1,None,0,Lvl,AllPub,Inside,0,NWAmes,1Fam,2Story,6,7,1974,Gable,None,0.0,2,3,1,1522.0,2,1,4,1548,1066,0,2614,4,1,TA,9,Typ,1,TA,Attchd,RFn,2.0,624.0,TA,TA,Y,0,0,6,2008,240000,9069.428539795745,-10812.322489796905,2008.5,0,1.3333333333333333,0,1,2.5,312.0,0,0,0,0,0,0,281,1,11
1806,FV,102.0,11143,1,None,1,Lvl,AllPub,Corner,0,Somerst,1Fam,2Story,8,5,2004,Gable,None,0.0,2,4,1,1580.0,4,1,4,1580,886,0,2466,4,1,Gd,8,Typ,1,Gd,Attchd,RFn,2.0,610.0,TA,TA,Y,0,0,12,2007,340000,-9096.682673515286,7505.213113229489,2008.0,0,1.0710303729334871,0,1,3.0,305.0,0,0,0,0,0,0,373,1,2
962,RL,73.0,8925,1,None,1,HLS,AllPub,Inside,0,Timber,1Fam,1Story,8,5,2007,Gable,None,0.0,2,4,3,1466.0,4,1,4,1466,0,0,1466,3,1,Gd,7,Typ,0,NA,Attchd,Fin,3.0,610.0,TA,TA,Y,0,0,7,2009,201000,10895.864439242054,-10618.597008107725,2009.5833333333333,0,1.6747982735972977,1,0,2.0,203.33333333333334,0,0,0,0,0,0,118,0,2
2142,RL,120.0,10356,1,None,0,Lvl,AllPub,Corner,0,CollgCr,1Fam,1Story,5,6,1975,Gable,None,0.0,2,3,3,969.0,2,1,4,969,0,0,969,3,1,TA,5,Typ,0,NA,Attchd,Unf,2.0,440.0,TA,TA,Y,3,0,1,2007,122000,,,2007.0833333333333,0,0.7191666666666666,0,0,1.5,220.0,0,0,0,0,0,0,0,0,32
1648,RL,93.0,12299,1,None,0,Lvl,AllPub,Inside,0,NWAmes,1Fam,1Story,7,6,1978,Gable,Stone,67.0,2,4,1,1529.0,2,1,4,1664,0,0,1664,3,1,Gd,7,Typ,1,TA,Attchd,Fin,2.0,663.0,TA,TA,Y,0,0,9,2007,213000,-7206.278178076376,7163.989878041059,2007.75,0,1.4220141056769569,1,1,3.0,331.5,0,0,0,0,0,0,0,1,22
618,RL,90.0,9900,1,None,0,Lvl,AllPub,Inside,0,NAmes,1Fam,1Story,6,5,1967,Gable,None,0.0,2,3,1,1680.0,2,1,4,1691,0,0,1691,2,1,TA,5,Typ,0,NA,Attchd,Unf,2.0,550.0,Gd,TA,Y,3,0,4,2009,175000,-13146.182420133147,13180.66998314162,2009.3333333333333,0,1.2222222222222223,0,0,2.0,275.0,0,0,1,0,0,0,327,0,42
2108,RL,64.0,6762,1,None,0,Lvl,AllPub,Inside,0,CollgCr,1Fam,1Story,7,5,2007,Gable,BrkFace,108.0,2,4,1,1208.0,4,1,4,1208,0,0,1208,2,1,Gd,6,Typ,0,NA,Attchd,RFn,2.0,628.0,TA,TA,Y,0,0,9,2007,195400,-10387.867335001036,8041.184476847702,2007.75,0,1.65087890625,1,0,3.0,314.0,0,0,0,0,0,0,159,0,0
772,RL,75.0,11625,1,None,0,Lvl,AllPub,Inside,0,Sawyer,1Fam,1Story,5,6,1967,Hip,BrkFace,172.0,2,3,1,1052.0,2,1,4,1052,0,0,1052,3,1,TA,6,Typ,1,Po,Attchd,Fin,1.0,668.0,TA,TA,Y,0,0,4,2009,113500,2195.241169651592,-1428.9417987000195,2009.3333333333333,0,2.066666666666667,0,1,1.5,668.0,0,0,0,0,0,0,215,0,42
2672,RL,65.0,6435,1,None,0,Lvl,AllPub,Inside,0,BrkSide,1Fam,1.5Fin,6,5,1939,Gable,None,0.0,2,3,1,972.0,3,1,4,972,605,0,1577,3,1,Fa,6,Typ,1,Gd,Detchd,Unf,1.0,312.0,TA,TA,Y,0,0,10,2006,140200,,,2006.8333333333333,0,1.523076923076923,0,1,1.0,312.0,0,0,0,0,0,1,0,1,56
2492,RL,65.0,8450,1,None,0,Lvl,AllPub,Inside,0,Sawyer,1Fam,1Story,5,6,1968,Gable,BrkFace,90.0,2,3,1,882.0,2,1,4,909,0,0,909,3,1,TA,5,Typ,0,NA,Attchd,Unf,1.0,294.0,TA,TA,Y,3,0,11,2006,116000,8717.37123276852,-9349.436263836076,2006.9166666666667,0,2.0,0,0,1.0,294.0,0,0,0,0,0,1,155,0,38
2903,RL,88.0,11577,1,None,0,Lvl,AllPub,Inside,0,Timber,1Fam,1Story,9,5,2005,Hip,BrkFace,382.0,2,4,4,1838.0,4,1,4,1838,0,0,1838,3,1,Ex,9,Typ,1,Gd,Attchd,Fin,3.0,682.0,TA,TA,Y,0,0,9,2006,359900,1478.6503198021092,-1105.989573046361,2006.75,0,1.4949638429752066,1,1,3.0,227.33333333333334,0,0,0,0,0,0,386,1,0
2783,RL,50.0,8340,1,None,1,Lvl,AllPub,Inside,0,CollgCr,1Fam,2Story,6,6,1977,Gable,BrkFace,62.0,2,4,3,675.0,2,1,4,686,702,0,1388,3,1,TA,6,Typ,0,NA,Attchd,Unf,1.0,317.0,TA,TA,Y,0,0,12,2006,157500,38502.5580080481,-41432.92996588626,2007.0,0,3.336,1,0,1.5,317.0,0,0,0,0,0,0,442,0,29
786,RL,69.05520046484602,10708,1,None,1,Lvl,AllPub,Inside,0,ClearCr,1Fam,1Story,5,5,1955,Hip,None,0.0,2,3,1,1617.0,4,1,3,1867,0,0,1867,2,1,TA,7,Typ,2,Gd,Attchd,Fin,1.0,303.0,TA,TA,Y,2,0,11,2009,190000,-14561.696068253135,16020.13142630004,2009.9166666666667,0,2.3089553053707177,0,1,2.0,303.0,0,0,0,0,0,0,618,1,16
740,RM,60.0,6911,1,None,0,Lvl,AllPub,FR2,0,BrkSide,1Fam,1Story,5,5,1924,Gable,None,0.0,2,3,2,1145.0,2,1,4,1301,0,0,1301,2,1,Fa,5,Min,0,NA,Detchd,Unf,2.0,440.0,TA,TA,Y,0,0,10,2009,100000,,,2009.8333333333333,0,1.9197222222222223,0,0,1.0,220.0,0,0,1,0,0,0,0,1,59
2546,RL,80.0,8800,1,None,0,Lvl,AllPub,Inside,0,NAmes,1Fam,1Story,6,6,1964,Hip,BrkFace,425.0,2,3,1,1251.0,2,1,4,1251,0,0,1251,3,1,TA,6,Typ,2,Gd,Attchd,RFn,1.0,461.0,TA,TA,Y,3,700,3,2006,160000,26907.694667267584,-29172.75037568257,2006.25,0,1.375,0,1,2.0,461.0,1,0,0,0,0,0,116,0,42
851,RL,65.0,10739,1,None,1,Lvl,AllPub,Inside,0,CollgCr,1Fam,1Story,7,5,2002,Gable,BrkFace,68.0,2,4,1,1431.0,4,1,4,1444,0,0,1444,3,1,Gd,6,Typ,0,NA,Attchd,RFn,2.0,577.0,TA,TA,Y,0,0,4,2009,203000,8531.112248002726,-10350.905329956324,2009.3333333333333,0,2.5417751479289943,1,0,3.0,288.5,0,0,0,0,0,0,184,0,8
1833,RL,69.05520046484602,9572,1,None,1,Lvl,AllPub,Inside,0,NoRidge,1Fam,2Story,8,5,1990,Gable,BrkFace,336.0,2,5,1,1453.0,4,1,4,1453,1357,0,2810,4,1,Gd,9,Typ,1,Ex,Attchd,RFn,2.0,750.0,Gd,Gd,Y,0,0,6,2007,302000,-3130.8606693673937,1363.7949359415506,2007.5,0,2.3089553053707177,1,1,2.5,375.0,0,0,0,0,0,0,500,0,17
76,RL,50.0,8012,1,None,0,Lvl,AllPub,Inside,0,SawyerW,TwnhsE,1Story,6,5,1980,Gable,None,0.0,2,4,1,923.0,2,1,4,923,0,0,923,2,1,TA,5,Typ,1,TA,Attchd,RFn,1.0,264.0,TA,TA,Y,0,0,5,2010,143000,-3242.0478300954856,4361.472156998003,2010.4166666666667,0,3.2048,0,1,2.0,264.0,0,1,0,0,0,0,80,0,30
2151,RL,66.0,16226,1,None,3,Lvl,AllPub,Inside,0,CollgCr,1Fam,2Story,8,5,1998,Gable,None,0.0,2,4,1,1028.0,4,1,4,1210,1242,0,2452,4,1,Gd,9,Typ,1,TA,BuiltIn,Fin,2.0,683.0,TA,TA,Y,0,0,5,2007,267000,1209.5336739422346,-1136.9791985914344,2007.4166666666667,0,3.7249770431588614,1,1,2.5,341.5,0,0,0,0,0,0,258,1,8
1880,RL,69.05520046484602,10899,1,None,1,Lvl,AllPub,Inside,0,NAmes,Duplex,1Story,4,5,1964,Gable,None,0.0,2,0,0,0.0,2,0,4,1224,0,0,1224,2,2,TA,8,Typ,0,NA,CarPort,Unf,3.0,530.0,TA,TA,Y,0,0,4,2007,103000,,,2007.3333333333333,0,2.3089553053707177,0,0,2.0,176.66666666666666,0,0,0,0,0,0,0,0,43
2907,RM,32.0,4500,1,None,0,Lvl,AllPub,FR2,0,Mitchel,TwnhsE,1Story,6,5,1998,Hip,BrkFace,443.0,3,5,1,1237.0,4,1,4,1337,0,0,1337,2,1,TA,5,Typ,0,NA,Attchd,Fin,2.0,405.0,TA,TA,Y,0,0,3,2006,153500,,,2006.25,0,4.39453125,1,0,3.0,202.5,0,1,0,0,0,0,199,0,8
1831,RL,69.05520046484602,16647,1,None,1,Lvl,AllPub,CulDSac,0,Sawyer,1Fam,SFoyer,5,5,1975,Gable,None,0.0,2,4,4,1390.0,2,1,4,1701,0,0,1701,3,1,TA,6,Min,2,TA,Basment,Fin,2.0,611.0,TA,TA,Y,0,0,1,2007,171000,,,2007.0833333333333,0,2.3089553053707177,0,1,3.0,305.5,0,0,0,0,0,1,0,1,26
2836,RL,62.0,8707,1,None,0,Lvl,AllPub,FR2,0,Edwards,1Fam,1.5Fin,4,5,1924,Gable,None,0.0,2,3,1,1093.0,2,0,2,1093,576,0,1669,4,1,TA,9,Min,0,NA,Attchd,Unf,1.0,288.0,Fa,TA,Y,0,0,5,2006,107000,40652.22995163719,-36220.58930642906,2006.4166666666667,0,2.2650884495317376,0,0,1.5,288.0,0,0,1,0,0,0,56,1,56
1955,RL,66.0,8300,1,None,1,Lvl,AllPub,Inside,0,NAmes,1Fam,1Story,6,6,1968,Gable,BrkFace,86.0,2,3,2,952.0,3,1,4,952,0,0,952,3,1,TA,5,Typ,0,NA,Attchd,Unf,1.0,288.0,TA,TA,Y,0,0,8,2007,128500,33736.50088124961,-25534.70617772156,2007.6666666666667,0,1.9054178145087235,0,0,2.0,288.0,0,0,0,0,0,0,0,0,39
1926,RL,72.0,9770,1,None,0,Lvl,AllPub,Inside,0,NAmes,1Fam,1Story,5,5,1957,Gable,None,0.0,2,3,1,922.0,2,1,3,922,0,0,922,2,1,TA,5,Typ,0,NA,Attchd,Unf,1.0,308.0,TA,TA,Y,2,0,4,2007,116000,7613.992680418538,-8867.35738145461,2007.3333333333333,0,1.884645061728395,0,0,2.0,308.0,0,0,0,0,0,0,34,0,50
2924,RL,80.0,17400,1,None,0,Low,AllPub,Inside,1,Mitchel,1Fam,1Story,5,5,1977,Gable,None,0.0,2,3,1,1126.0,1,1,4,1126,0,0,1126,3,1,TA,5,Typ,1,Gd,Attchd,RFn,2.0,484.0,TA,TA,P,0,0,5,2006,160000,13803.842416948812,-931.4400854521082,2006.4166666666667,0,2.71875,0,1,3.0,242.0,0,0,0,0,0,0,336,0,29
1003,RL,39.0,5070,1,None,1,HLS,AllPub,Inside,0,StoneBr,TwnhsE,1Story,8,5,1992,Gable,None,0.0,2,4,2,1280.0,4,1,4,1280,0,0,1280,2,1,Gd,5,Typ,0,NA,Attchd,RFn,2.0,506.0,TA,TA,Y,0,0,8,2008,180000,,,2008.6666666666667,0,3.3333333333333335,0,0,2.0,253.0,0,1,0,0,0,0,226,0,16
1667,RL,66.0,7920,1,None,0,Lvl,AllPub,Inside,0,NAmes,1Fam,1Story,5,5,1970,Gable,BrkFace,32.0,2,3,1,914.0,4,1,4,914,0,0,914,3,1,Ex,5,Typ,0,NA,Attchd,RFn,1.0,368.0,TA,Gd,Y,0,0,10,2007,133000,3898.207368078991,-5081.724435660697,2007.8333333333333,0,1.8181818181818181,1,0,1.0,368.0,0,0,0,0,0,0,120,1,5
